transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type
0x0898eeb33c9ff5e9d93a7d699fabd245343c9ea05384a3cfb46b3463b2c24a75,2,0xa42830ee059c77caf8c8200b44aa9813cb0720c5,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-03 23:50:36.000000 UTC,25446,26671,0.95406996363091,209,1982,2045,0.9691931540342296,155,289,4,4,52,4664,208,1357111,251,210,1369960,13,10.0,5.0,2,2,947950,88000000000,12310989,466202,0,1998,-1.0
0x17c1caca59b80497792dea783461d04481c704f8e86e72a99ff2d19a940499ca,6,0x89831b733fba254dc87e03e1e7f5cecdbe7a1039,0xd6e194af3d9674b62d1b30ec676030c23961275e,2021-05-06 00:14:37.000000 UTC,2159,2182,0.9894592117323556,177,54,54,1.0,22,29,3,3,60,736,198,1283998,14,1388,8337668,12,32.0,7.0,2,5,543702,55000000000,8580360,314695,0,43,-1.0
0x0c98a4acc838ff76b796cebb3a1391a51d792a9a61a65034ce71069d5ac82fb8,2,0xa2eecef419a9b596a678e1c20ef28692d8a703ba,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-04 07:50:37.000000 UTC,25488,26716,0.954035035184908,210,4,5,0.8,2,333,3,2,52,4667,209,1359337,2,25,158460,13,10.0,5.0,2,2,1027368,27000000000,10840780,488424,0,2,-1.0
0x0bacd78273770b8b64e7904c2a1b1b2166bf01020ff76dc48978f7ceab075ba2,3,0x1f72a391bf8b1e958f0a96b50b56a41cf2cfaa40,0x2891b9b2cec874c46f252196964cbc6fe17ebfde,2021-05-06 13:19:30.000000 UTC,340,364,0.934065934065934,63,4,27,0.1481481481481481,1,4,25,1,94,259,64,414664,1,0,1,29,11.0,9.0,1,1,551084,75000000000,4862216,428825,0,14,-1.0
0xb6dbaf6a4439e869175227bdb6c2543b5d6f2d94090725f665b9ab32f7523f24,2,0x690780bd3c38794144c7dddf7e5a4337dd9a711a,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-02 05:58:00.000000 UTC,25225,26431,0.9543717604328252,208,311,344,0.9040697674418604,50,49,1,1,72,4650,207,1345825,71,77,496304,15,11.0,5.0,2,2,1118002,22500000000,8460194,639674,9700000000000000000,316,-1.0
0x1ae234e6b19f3f2a9ff8198c9bf22ec4d1e665c3d168c607d97bb7fcc79b3014,1,0x600f15504c67ba9489371bbc23e43d026de64f32,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-02 09:49:35.000000 UTC,25238,26444,0.9543941914990168,208,334,349,0.9570200573065902,90,62,4,4,5,4650,207,1346843,76,619,3954843,4,2.0,2.0,1,2,119802,23010000000,12509684,62795,0,336,-1.0
0x990feb015d748d2ea1297b729bfaf5fa7733c3449cf1de3001d3c0b128926647,2,0x383a737c0fae17e4aac0a27a4faca59e77bc7ff3,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,2021-05-05 15:13:27.000000 UTC,2063949,35194427,0.0586441995489797,335,44,45,0.9777777777777776,19,10,9,9,12,1616101,334,2166485,16,235,1530370,7,4.0,2.0,1,3,205067,81400000000,14247867,178077,0,29,-1.0
0x0c567ec5eee5bf839c301f0d249c014c74f267035154712f10408b8f08144e98,15,0xcb36b1ee0af68dce5578a487ff2da81282512233,0x2f755e8980f0c2e81681d82cccd1a4bd5b4d5d46,2021-05-08 14:03:33.000000 UTC,8,17,0.4705882352941176,1,23,45,0.511111111111111,2,16,17,1,100,1,0,78,6,1,6422,13,32.0,8.0,2,1,1000000,190000000000,4966561,387249,1500000000000000000000,37,-1.0
0xdf804c6213709e8342d50f7cd6d7bac8230c95372163053ed229dbe6bf9a80b4,2,0xbd872d01038c21cc8a56fd79a2b702407c985cff,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-03 23:30:27.000000 UTC,25427,26647,0.9542162344729238,209,220,228,0.9649122807017544,48,265,8,4,52,4663,208,1357018,74,1307,8027610,14,10.0,5.0,2,2,912298,78000000000,10095695,552744,2000000000000000000,208,-1.0
0xe8d25645bd994e8488c77a9f128662d994c2a78a80f5b8d9e59cd120383fbc90,2,0x75c0c0591cdf9af7cb826a65ac213cff31916668,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-04 12:48:41.000000 UTC,25515,26745,0.9540100953449244,210,3538,3909,0.90509081606549,255,363,137,64,52,4671,209,1360645,289,317,2057827,13,10.0,5.0,2,2,975375,54000000000,6899277,462294,0,3894,-1.0
